name,t90,t90_error,t50,t50_error,flux_64,flux_64_error,dec,error_radius,relative_peak_time,relative_peak_time_error,t50_t90,t50_t90_error,cut_t90,cut_peak_time,cut_duration_ratio,cut_flux64,cut_dec,passes_all_cuts
GRB230419568,0.256,0.181,0.128,0.143,11.1287,2.4935,-19.09,25.99,0.0,0.0,0.5,0.6610599629823326,True,True,True,True,False,False
GRB250116524,15.872,0.362,6.4,0.362,52.4887,1.7427,-18.48,1.0,0.4516129032258064,0.01030014308012487,0.40322580645161293,0.024591804836415897,False,False,True,False,False,False
GRB240603102,2.496,1.032,0.768,0.091,10.5031,1.3482,-18.92,3.06,0.05128205128205128,0.021203155818540438,0.3076923076923077,0.1323399692813756,True,True,True,True,False,False
GRB230625767,63.233,4.382,23.808,0.923,5.3852,1.2389,-18.66,3.45,0.08906741732955895,0.006172305959516824,0.37651226416586275,0.029897497614019615,False,True,True,True,False,False
GRB260213350,0.64,0.373,0.256,0.231,3.535,1.1023,-18.22,11.02,0.2,0.1165625,0.4,0.4296779544394267,True,True,True,True,False,False
GRB250127635,52.481,2.172,24.32,2.064,5.2949,1.4123,-17.88,3.43,0.20975210076027512,0.008680885708186157,0.46340580400525905,0.04375562786299449,False,False,True,True,False,False
GRB230511945,0.192,0.143,0.128,0.181,3.1928,0.8815,-17.42,21.7,0.3333333333333333,0.24826388888888887,0.6666666666666666,1.065475872951166,True,True,True,True,False,False
GRB230710826,47.616,6.085,19.968,1.493,3.6733,1.5003,-17.36,4.78,0.08602150537634409,0.010992961614059429,0.41935483870967744,0.062089437690008666,False,True,True,True,False,False
GRB241114960,4.352,1.95,2.304,0.724,4.7393,1.1641,-2.19,11.62,0.1764705882352941,0.07907115051903113,0.5294117647058822,0.2897343077002437,True,True,True,True,False,False
GRB240403498,35.585,0.81,3.84,0.362,47.3273,1.6648,-17.3,1.77,0.6186876492904314,0.014082815678663747,0.107910636504145,0.010465171562014968,False,False,True,False,False,False
GRB220917614,26.368,6.542,6.4,0.81,4.0084,1.1935,-16.96,11.67,0.38834951456310685,0.09635097558676596,0.24271844660194178,0.06760200832354385,False,False,True,True,False,False
GRB230911686,16.384,2.862,8.448,2.111,4.3536,1.2162,-16.7,4.41,0.0625,0.010917663574218752,0.515625,0.1572063128433462,False,True,True,True,False,False
GRB240102125,26.621,3.874,7.168,0.572,8.9777,1.379,-16.6,1.6099999999999999,0.06720258442582924,0.009779603022638613,0.2692611096502761,0.0446885787782141,False,True,True,True,False,False
GRB221210108,18.176,0.572,12.544,0.362,5.6753,1.1314,-16.06,12.69,0.028169014084507046,0.0008864808569728228,0.6901408450704226,0.029468073757162247,False,True,True,True,False,False
GRB250918522,103.17,2.187,32.769,1.145,14.2263,1.6987,-15.9,3.38,0.44168847533197636,0.00936292231802881,0.3176214015702239,0.012980844437059463,False,False,True,False,False,False
GRB230414334,0.8,0.744,0.048,0.036,15.7969,1.3849,-15.81,10.21,0.04,0.03719999999999999,0.06,0.07168430790626355,True,True,True,False,False,False
GRB250702618,0.512,0.607,0.064,0.091,5.0229,0.8606,-15.77,11.12,0.75,0.88916015625,0.125,0.23141041424164238,True,True,True,True,False,False
GRB241013041,12.544,1.448,5.12,0.923,4.1119,1.2013,-15.6302,0.042,0.20408163265306126,0.023557892544773012,0.40816326530612246,0.08737310807552735,False,True,True,True,False,False
GRB240527297,9.728,2.429,3.84,0.923,4.6252,1.4173,-15.43,10.29,0.13157894736842105,0.03285415945290858,0.39473684210526316,0.13680979537009677,False,True,True,True,False,False
GRB250815492,0.64,0.264,0.128,0.143,18.4511,1.8821,-1.1,7.79,0.1,0.04125,0.2,0.2381817927681501,True,True,True,False,True,False
GRB241119350,20.992,3.898,6.144,1.639,3.8203,1.3051,-15.01,5.15,0.12195121951219512,0.022645095925044614,0.2926829268292683,0.09513046152848367,False,True,True,True,False,False
GRB240421405,12.288,0.362,3.072,0.362,47.4679,2.018,-14.879,0.05,0.6041666666666666,0.017798529730902773,0.25,0.0303662971287759,False,False,True,False,False,False
GRB221119627,66.049,0.724,43.265,0.362,24.7553,1.6038,-14.5,0.6,0.05038683401716906,0.0005523182459754183,0.6550439824978425,0.00903303362753012,False,True,True,False,False,False
GRB241008917,52.737,2.111,9.728,0.362,12.8665,1.1478,-14.48,1.0,0.05825132260083053,0.002331731839322549,0.18446252156929668,0.01008160211652689,False,True,True,False,False,False
GRB240527586,24.832,0.81,8.448,0.362,13.8936,1.3187,-14.48,0.19,0.2577319587628866,0.0084070105749814,0.3402061855670103,0.01832119203028776,False,False,True,False,False,False
GRB241207869,0.256,0.716,0.128,0.091,7.0641,0.9706,-14.33,8.01,0.25,0.69921875,0.5,1.4429086851331974,True,True,True,True,False,False
GRB231024556,0.048,2.416,0.048,0.045,8.4599,1.2939,-14.05,12.61,0.0,0.0,1.0,50.34206343302233,True,True,True,True,False,False
GRB240913836,0.744,0.656,0.024,0.018,30.2005,1.5121,-14.28,12.03,0.010752688172043012,0.00948086483986588,0.03225806451612903,0.03734044679118126,True,True,False,False,False,False
GRB240710643,8.448,0.81,1.792,0.362,26.5996,1.9624,-14.0,1.62,0.09090909090909091,0.008716425619834711,0.21212121212121213,0.04743208286487306,False,True,True,False,False,False
GRB250411762,268.805,1.717,195.076,0.572,8.1616,1.6235,-13.88,3.41,0.07333196927140492,0.0004684101532300451,0.7257156674913041,0.005100613501212592,False,True,False,True,False,False
GRB260208412,145.411,1.448,12.288,2.29,39.3043,1.9953,-13.84,0.06,0.05633686584921361,0.000561001449337817,0.08450529877382042,0.01577093105081304,False,True,True,False,False,False
GRB230511145,234.245,2.521,103.426,3.692,5.2636,1.4162,-13.58,9.21,0.09945142905931822,0.0010703197620377863,0.4415291681786164,0.016462010890964468,False,True,True,True,False,False
GRB240604594,0.384,0.286,0.128,0.143,5.2641,0.9652,-13.44,13.98,0.16666666666666666,0.12413194444444443,0.3333333333333333,0.44756409061749164,True,True,True,True,False,False
GRB231214329,39.424,1.619,20.736,1.493,3.3314,0.8112,-13.42,6.25,0.0974025974025974,0.003999969693455894,0.525974025974026,0.04359719068826274,False,True,True,True,False,False
GRB240525697,21.76,0.81,11.52,1.086,3.9434,1.1674,-13.23,9.99,0.1411764705882353,0.005255190311418684,0.5294117647058822,0.05365800674928843,False,True,True,True,False,False
GRB260122398,66.561,2.429,34.561,1.619,4.3528,0.884,-12.79,6.45,0.053845344871621514,0.001964969617240856,0.519237992217665,0.03083309458044249,False,True,True,True,False,False
GRB230330191,56.061,2.521,25.6,1.28,4.7566,1.1994,-12.55,3.99,0.14148873548456148,0.006362589004059497,0.4566454397888015,0.030708173558229527,False,True,True,True,False,False
GRB250109262,15.104,3.083,6.4,0.724,3.0381,1.0714,-12.4966,0.03,0.22033898305084745,0.04497517775064637,0.42372881355932207,0.09888551455892107,False,True,True,True,False,False
GRB230418883,0.256,0.072,0.128,0.072,30.6032,1.3085,-12.46,5.89,0.25,0.0703125,0.5,0.31444705933590794,True,True,True,False,False,False
GRB240118725,30.721,0.572,12.032,0.362,17.5067,1.9771,-12.39,1.8,0.5083167865629374,0.009464444579082718,0.3916539175157059,0.013857398116794302,False,False,True,False,False,False
GRB251026305,6.016,0.572,2.176,0.32,2.5278,1.0632,-12.21,8.04,0.30851063829787234,0.029333125848800358,0.3617021276595745,0.0633407076830888,False,False,True,True,False,False
GRB250207053,19.712,0.724,8.704,0.724,7.0526,1.4065,-12.1633,0.0016,0.2467532467532468,0.00906297436329904,0.4415584415584416,0.04015014128209788,False,False,True,True,False,False
GRB250208211,52.225,1.145,20.992,0.923,4.7537,0.8974,-11.82,6.77,0.22548587841072282,0.004943634864150841,0.4019530876017233,0.019748795415558146,False,False,True,True,False,False
GRB250309318,6.4,0.389,3.328,0.202,33.0348,2.0638,-10.86,1.2,0.18000000000000002,0.010940624999999999,0.5199999999999999,0.04466706219702052,False,True,True,False,False,False
GRB250226938,25.857,1.056,9.984,0.572,15.5131,1.0853,-10.82,1.87,0.06930425029972541,0.0028303859038755477,0.3861236802413273,0.027166870369570377,False,True,True,False,False,False
GRB221223997,0.32,0.115,0.064,0.045,17.4724,1.7339,-11.8,8.19,0.1,0.035937500000000004,0.2,0.157928484606166,True,True,True,False,False,False
GRB230603525,20.48,3.62,6.912,0.923,7.5717,1.7002,-11.62,3.59,0.175,0.0309326171875,0.33749999999999997,0.0747660813671442,False,True,True,True,False,False
GRB250126208,100.61,1.145,83.969,0.572,10.2273,1.2747,-11.61,2.2,0.055978530961137064,0.0006370680643127118,0.8345989464267964,0.01106973436007877,False,True,False,True,False,False
GRB230918412,0.64,3.029,0.064,0.387,2.3534,1.0741,-11.56,17.07,0.3,1.41984375,0.1,0.7678815756728459,True,True,True,True,False,False
GRB251211856,4.096,0.81,1.536,0.362,7.5215,1.0928,-11.55,4.45,0.0625,0.012359619140625002,0.375,0.11536983028848238,True,True,True,True,False,False
GRB230415867,40.449,3.566,19.2,0.923,4.9256,1.1916,-10.76,3.64,0.22151351084081186,0.019528719613793547,0.47467180894459693,0.04766438036872815,False,False,True,True,False,False
GRB230628233,0.256,0.202,0.128,0.231,4.9882,1.1633,-11.54,16.84,0.25,0.19726562500000003,0.5,0.9848244261748512,True,True,True,True,False,False
GRB251115139,12.8,1.619,5.12,0.724,13.4062,1.6053,-9.18,0.36,0.08,0.010118749999999998,0.39999999999999997,0.07588836501936577,False,True,True,False,True,False
GRB251214377,15.36,4.104,4.608,0.923,5.5394,1.4505,-9.1633,0.0005,0.05,0.013359375000000001,0.3,0.1001796896662464,False,True,True,True,True,False
GRB240625957,26.625,8.002,16.64,1.619,4.2797,1.1143,-11.12,10.3,0.07692018779342723,0.023117947144526,0.6249765258215962,0.19743077215120866,False,True,True,True,False,False
GRB230112829,2.432,0.96,0.512,0.41,4.5982,1.1031,-9.15,14.3,0.39473684210526316,0.15581717451523544,0.2105263157894737,0.18795505856033148,True,False,True,True,False,False
GRB230304918,17.152,0.81,5.632,0.724,3.7589,0.7444,-10.75,5.19,0.11940298507462686,0.005638783693472933,0.32835820895522383,0.044968986588909826,False,True,True,True,False,False
GRB221221915,0.192,0.181,0.064,0.181,8.5574,1.3992,-10.41,6.62,0.3333333333333333,0.3142361111111111,0.3333333333333333,0.9937018341848552,True,True,True,True,False,False
GRB240821775,1.728,0.516,0.512,0.143,35.016,2.2643,-10.18,0.2167,0.11111111111111112,0.03317901234567902,0.2962962962962963,0.12114690695425974,True,True,True,False,False,False
GRB250505339,13.568,1.145,5.12,0.572,7.7538,1.2544,-10.33,3.44,0.1509433962264151,0.01273807404770381,0.37735849056603776,0.05283383735967121,False,True,True,True,False,False
GRB230930917,12.8,1.493,6.144,0.81,2.4669,0.7776,-9.15,6.77,0.12,0.013996874999999997,0.48,0.0844932941588414,False,True,True,True,False,False
GRB231004350,6.08,0.516,1.984,0.231,10.1974,1.3808,-9.95,3.37,0.09473684210526316,0.008040166204986151,0.3263157894736842,0.04701544919165488,False,True,True,True,False,False
GRB230814788,69.377,0.572,46.593,0.572,14.3938,1.7823,-9.01,1.21,0.26936881098923277,0.0022208939545647855,0.671591449615867,0.009931605673847438,False,False,True,False,False,False
GRB251005602,57.601,9.273,39.425,0.724,5.1302,1.3488,-8.92,6.5,0.0933317129910939,0.015025172732529186,0.6844499227443968,0.11090197222203571,False,True,True,True,False,False
GRB230402314,62.465,1.81,27.904,0.572,13.9947,1.1485,-8.9,0.4,0.06557272072360522,0.0019000500201669004,0.44671415992956054,0.015855676545667698,False,True,True,False,True,False
GRB220909286,14.592,1.639,3.072,0.572,5.3064,1.0982,-8.5551,0.05,0.5087719298245613,0.05714618921206524,0.21052631578947367,0.045779602303664506,False,False,True,True,True,False
GRB260114486,0.32,0.143,0.192,0.091,35.8527,1.4286,-8.0143,0.001,0.2,0.089375,0.6,0.39084543780118497,True,True,True,False,True,False
GRB250702581,230.404,14.91,155.651,4.222,6.8322,1.925,-7.8741,0.0006,0.17777903161403447,0.011504511038720048,0.6755568479713895,0.04740200517432654,False,True,True,True,True,False
GRB250702548,63.745,1.846,45.313,1.086,4.4963,1.2903,-7.8741,0.0006,0.13654404267001335,0.0039541972353728866,0.7108479096399718,0.02672098849113997,False,True,True,True,True,False
GRB250702682,422.919,3.238,307.205,9.273,5.4198,1.213,-7.8741,0.0006,0.1622272822928267,0.0012420627592143482,0.7263920514330167,0.02262051445511775,False,True,False,True,True,False
GRB240916058,32.001,0.81,12.544,0.572,7.5716,1.3631,-7.765,0.0009,0.17599450017186966,0.004454721575551215,0.3919877503828006,0.020443565159240756,False,True,True,True,True,False
GRB230511548,63.489,0.572,30.465,0.572,36.3224,1.7555,-7.67,1.18,0.3064625368174015,0.002761054215053846,0.4798469026130511,0.009992974227069002,False,False,True,False,True,False
GRB251125041,1.856,0.607,0.704,0.143,5.4348,0.821,-7.62,7.59,0.3793103448275862,0.12405246730083232,0.3793103448275862,0.146031909580166,True,False,True,True,False,False
GRB230806168,0.576,0.604,0.128,0.091,4.1385,0.9441,-7.33,18.1,0.33333333333333337,0.3495370370370371,0.22222222222222224,0.2815317354873426,True,True,True,True,False,False
GRB251222712,86.978,3.692,36.865,3.238,15.7046,1.5128,-7.2136,0.0001,0.37600312722757484,0.0159603985573847,0.4238428108257261,0.04134716675240106,False,False,True,False,True,False
GRB250926015,2.432,0.202,0.64,0.091,28.2006,1.4741,-7.02,1.8199999999999998,0.2631578947368421,0.021857686980609414,0.2631578947368421,0.043334137580925816,True,False,True,False,True,False
GRB240612503,123.394,1.377,109.57,0.572,7.8664,1.5673,5.43,2.54,0.016597241356954145,0.00018521485119637793,0.8879686208405594,0.010939842413850777,False,True,False,True,True,False
GRB230301687,0.768,0.516,0.32,0.091,3.6244,0.8737,-6.96,9.55,0.3333333333333333,0.22395833333333334,0.4166666666666667,0.3039911469179882,True,True,True,True,False,False
GRB250628802,15.36,2.757,6.144,0.923,4.0423,1.1359,-6.9399999999999995,3.74,0.18333333333333332,0.032906901041666665,0.4,0.09362551504439676,False,True,True,True,False,False
GRB230305570,11.008,0.923,3.84,0.572,6.5774,1.1742,-6.58,2.18,0.2790697674418605,0.023399472687939432,0.3488372093023256,0.059628811293859676,False,False,True,True,True,False
GRB230618227,48.641,0.572,19.712,0.572,8.7817,1.29,-6.67,1.0,0.08947184474003414,0.0010521554900454252,0.4052548261754487,0.012688585248405437,False,True,True,True,True,False
GRB250626926,2.112,0.898,0.128,0.202,5.5352,1.119,-6.5600000000000005,19.94,0.0,0.0,0.06060606060606061,0.09905456726485522,True,True,True,True,False,False
GRB240624251,2.048,0.572,0.768,0.572,6.3747,1.4109,-6.543,0.05,0.375,0.10473632812499999,0.375,0.29828919325693526,True,False,True,True,True,False
GRB251023248,33.537,2.2,17.664,1.619,3.921,0.9777,-6.53,3.12,0.05343352118555625,0.003505195652808056,0.5267018516861974,0.05936552744317549,False,True,True,True,True,False
GRB240215648,56.576,8.975,30.72,1.717,3.7257,1.0704,-6.4058,0.3,0.10407239819004524,0.016509646736348558,0.5429864253393665,0.09132725343984263,False,True,True,True,True,False
GRB240624805,92.162,0.923,61.441,1.145,7.3957,1.0139,-6.39,4.39,0.016666304984700852,0.0001669126049877269,0.6666630498470085,0.014104161005999007,False,True,True,True,False,False
GRB250623674,13.568,3.208,4.864,2.064,4.0027,1.0821,-6.0,10.16,0.15094339622641506,0.035688857244571014,0.3584905660377358,0.1741428473297646,False,True,True,True,False,False
GRB251006837,5.949,0.408,3.328,0.362,35.9176,1.8014,-5.989,0.04,0.13935115145402588,0.009557113765883772,0.5594217515548832,0.07193609757815125,False,True,True,False,True,False
GRB240504217,18.944,0.572,7.424,0.362,18.151,1.2169,-5.95,3.34,0.22972972972972977,0.0069365184441197965,0.39189189189189194,0.022475969984152598,False,False,True,False,True,False
GRB250402964,44.288,1.864,22.528,0.572,4.413,1.0377,-5.9301,0.0001,0.11560693641618497,0.004865682114337265,0.5086705202312138,0.02500308993940471,False,True,True,True,True,False
GRB221027173,7.168,0.724,2.56,0.362,11.0989,1.1683,-5.7,0.4,0.17857142857142858,0.018036511479591833,0.35714285714285715,0.0620623753720789,False,True,True,True,True,False
GRB231122531,58.113,1.619,29.697,1.28,6.3098,1.3539,-5.54,3.82,0.13215631614268752,0.0036818108828491226,0.5110216302720562,0.026226587525477043,False,True,True,True,True,False
GRB240331997,26.817,3.331,9.216,0.81,5.3578,1.0172,-5.4,9.0333,0.0739829212812768,0.009189585367040795,0.34366260208076965,0.05229258266075916,False,True,True,True,False,False
GRB230723488,6.144,1.81,2.048,0.572,10.8054,1.5999,-5.327,0.05,0.16666666666666666,0.04909939236111111,0.3333333333333333,0.13531599079071577,False,True,True,True,True,False
GRB250522918,0.256,1.159,0.128,0.091,5.8158,0.8363,-5.44,16.9,0.0,0.0,0.5,2.2914118769641956,True,True,True,True,False,False
GRB250902782,17.664,0.572,10.24,0.724,15.7349,1.4287,-4.96,1.3599999999999999,0.18840579710144925,0.006101002940558705,0.5797101449275361,0.04508170561916447,False,True,True,False,True,False
GRB240318119,8.384,1.379,2.816,0.572,5.9883,1.1825,-4.95,4.77,0.1450381679389313,0.023855872326787476,0.3358778625954198,0.08778784858718426,False,True,True,True,True,False
GRB240625314,0.152,0.058,0.04,0.011,108.936,3.1438,-4.9399999999999995,9.43,0.15789473684210528,0.060249307479224384,0.2631578947368421,0.1237758599620081,True,True,True,False,False,False
GRB221209877,15.616,3.566,5.888,1.305,3.5779,0.9078,-5.22,10.62,0.1475409836065574,0.033691799919376514,0.3770491803278688,0.11998775485274119,False,True,True,True,False,False
GRB230215612,55.808,4.924,25.856,8.228,3.6729,1.0703,-5.14,10.06,0.1146788990825688,0.010118242887804059,0.46330275229357804,0.15299604047401688,False,True,True,True,False,False
GRB230112342,0.16,0.145,0.016,0.023,12.4037,1.2266,-5.12,13.28,0.0,0.0,0.1,0.16993220155403155,True,True,True,False,False,False
GRB221022815,6.912,4.419,2.304,1.864,8.209,2.2799,-5.117,0.08,0.11111111111111108,0.07103587962962961,0.3333333333333333,0.3437149557072002,True,True,True,True,True,True
GRB240310236,5.888,3.167,2.304,0.724,3.729,1.5419,-4.86,10.49,0.17391304347826086,0.09354324196597355,0.3913043478260869,0.24375854748402453,True,True,True,True,False,False
GRB250103415,117.955,3.84,92.674,1.493,4.444,1.0593,-5.096,0.077,0.07324827264634819,0.0023845819758550046,0.7856725022254251,0.02853791289375529,False,True,False,True,True,False
GRB240814164,14.589,1.305,5.12,0.572,5.657,1.1117,-4.6,2.14,0.15772157104667897,0.01410834534347221,0.35094934539721706,0.050226911846821355,False,True,True,True,True,False
GRB240328515,0.448,0.668,0.128,0.668,4.2175,2.1006,-3.79,15.94,0.7142857142857143,1.0650510204081631,0.2857142857142857,1.5507376932523553,True,True,True,True,False,False
GRB260112865,17.92,2.611,6.144,0.724,3.7391,1.0515,-3.5,7.84,0.11428571428571428,0.016651785714285713,0.3428571428571428,0.06424828399399837,False,True,True,True,False,False
GRB250101968,4.544,0.231,2.88,0.091,8.3463,1.1271,-3.24,3.61,0.2394366197183099,0.012172064074588379,0.6338028169014085,0.03793674162445089,False,False,True,True,True,False
GRB240305928,0.32,0.779,0.32,0.143,7.4285,1.0117,-3.24,9.14,0.0,0.0,1.0,2.475051293660396,True,True,True,True,False,False
GRB221202904,26.113,1.379,8.96,0.724,8.7085,1.175,-3.14,1.2,0.1764638302761077,0.00931886883738952,0.34312411442576496,0.033121701460530555,False,True,True,True,True,False
GRB221115018,147.459,1.28,36.609,0.724,5.2103,1.0279,-3.09,2.12,0.07638733478458419,0.0006630710131241076,0.2482656195959555,0.005361969631344997,False,True,True,True,True,False
GRB250305645,1.856,0.231,0.64,0.143,15.8335,1.1923,-2.95,5.0,0.3448275862068965,0.04291765755053508,0.3448275862068965,0.08819427023242897,True,False,True,False,True,False
GRB260125317,11.776,2.064,3.84,0.724,3.8119,0.9318,-2.93,8.94,0.2608695652173913,0.04572306238185256,0.32608695652173914,0.0839432590526131,False,False,True,True,False,False
GRB241209458,44.545,1.145,22.272,0.572,6.9242,1.415,-2.8901,0.0833,0.09769895611179706,0.0025112875687059743,0.4999887753956673,0.018167576529811654,False,True,True,True,True,False
GRB251011925,8.96,1.557,1.28,1.056,18.6363,1.348,-2.89,4.58,0.3428571428571428,0.05957908163265305,0.14285714285714285,0.12044321379335124,False,False,True,False,True,False
GRB241024647,3.52,2.925,0.832,0.429,4.3927,1.0712,-1.98,14.81,0.14545454545454545,0.12086776859504132,0.23636363636363636,0.2311502810331616,True,True,True,True,False,False
GRB251013336,2.496,0.143,0.832,0.091,17.4216,1.4552,-1.5899999999999999,2.58,0.28205128205128205,0.016159188034188032,0.3333333333333333,0.04115718608031145,True,False,True,False,True,False
GRB251105195,65.281,2.896,21.504,0.724,6.5674,1.3014,7.06,3.3,0.21960447909805303,0.009742108292887078,0.32940671864707954,0.018345137506171016,False,False,True,True,True,False
GRB230709706,22.272,0.81,6.912,0.724,18.4989,1.5855,-1.31,2.48,0.04597701149425288,0.0016721165279429255,0.3103448275862069,0.034410878462546084,False,True,True,False,True,False
GRB230124638,11.52,1.379,5.888,0.724,6.47,1.1697,-1.45,3.34,0.17777777777777778,0.021280864197530867,0.5111111111111111,0.08771014627140268,False,True,True,True,True,False
GRB220910242,4.224,0.143,1.536,0.091,114.031,2.8909,-1.1,1.0,0.24242424242424243,0.008207070707070706,0.36363636363636365,0.024812819774593074,False,False,True,False,True,False
GRB250821988,78.337,1.846,54.785,0.724,4.9581,1.2134,-1.08,15.01,0.11764555701648009,0.0027723004232026024,0.6993502431801064,0.0188947095574626,False,True,True,True,False,False
GRB241209308,10.752,1.145,3.84,0.362,5.2614,1.0753,-0.99,4.22,0.38095238095238093,0.04056831065759637,0.3571428571428571,0.05079407302718329,False,False,True,True,True,False
GRB230905656,0.288,0.286,0.096,0.045,8.5949,1.391,-0.76,14.38,0.4444444444444445,0.44135802469135804,0.33333333333333337,0.36604278725607314,True,True,True,True,False,False
GRB241112076,0.64,0.41,0.128,0.091,7.3299,1.4085,-0.75,13.77,0.6,0.38437499999999997,0.2,0.1913982778952047,True,False,True,True,False,False
GRB241115554,3.072,0.264,1.088,0.143,11.0909,1.3609,-0.662,0.05,0.14583333333333334,0.012532552083333334,0.3541666666666667,0.0556166895303059,True,True,True,True,True,True
GRB250902062,8.448,0.362,2.816,0.362,48.9097,1.8647,16.26,1.0,0.21212121212121213,0.009089474288337925,0.3333333333333333,0.04516826519022069,False,False,True,False,True,False
GRB250128683,1.12,0.862,0.096,0.072,9.0051,1.6667,-0.5397,0.0233,0.6285714285714284,0.4837755102040815,0.0857142857142857,0.0921119600378121,True,True,True,True,True,True
GRB251013736,12.285,1.055,4.352,0.362,6.762,1.046,-0.21,0.001,0.10394790394790396,0.008926743074077223,0.3542531542531543,0.04235334731490851,False,True,True,True,True,False
GRB240910167,272.388,2.611,17.152,0.923,8.7291,1.3507,-0.2047,0.0011,0.27913491049532285,0.002675673125480154,0.06296900010279455,0.0034418874534877164,False,False,False,True,True,False
GRB240905357,5.952,0.143,3.2,0.091,14.9439,1.4148,-0.18,1.0,0.1935483870967742,0.004650104058272632,0.5376344086021506,0.02001500957818798,False,True,True,False,True,False
GRB250702880,53.505,2.36,32.513,0.81,11.7382,1.0454,16.699,0.05,0.2679375759274834,0.011818197910267466,0.6076628352490421,0.03078267346959591,False,False,True,False,True,False
GRB251105958,13.824,0.923,5.888,0.923,3.9818,1.5459,0.03,10.11,0.14814814814814814,0.009891546639231825,0.42592592592592593,0.07257195610069092,False,True,True,True,False,False
GRB230626604,15.36,0.362,3.328,0.572,48.6212,1.9702,0.09,1.0,0.46666666666666673,0.01099826388888889,0.21666666666666667,0.03758804653626002,False,False,True,False,True,False
GRB250516608,21.821,0.768,14.08,0.362,9.5248,1.4605,0.14,8.52,0.22570001374822415,0.0079436144337398,0.6452499885431465,0.028123839109694154,False,False,True,True,True,False
GRB250922130,14.08,1.145,8.704,1.305,4.124,1.1446,0.42,6.13,0.16363636363636366,0.013307076446280994,0.6181818181818183,0.10544020740083186,False,True,True,True,True,False
GRB240617599,0.128,0.59,0.064,0.181,2.6793,1.1686,0.88,20.21,0.0,0.0,0.5,2.703915166302837,True,True,True,True,False,False
GRB251221225,27.648,3.692,8.192,2.064,3.8797,1.1272,0.7324,0.0032,0.25925925925925924,0.03462041323731138,0.2962962962962963,0.08448976475642386,False,False,True,True,True,False
GRB230304608,34.846,0.586,12.288,0.362,47.2443,1.941,0.9,1.0,0.06698042816966081,0.0011263998997710278,0.35263731848705737,0.011962030689017045,False,True,True,False,True,False
GRB240204630,15.872,0.81,3.328,0.362,36.7961,2.1376,1.0269,0.0007,0.5161290322580645,0.026339750260145685,0.2096774193548387,0.02519288433338566,False,False,True,False,True,False
GRB220831550,12.032,1.379,3.584,0.572,6.88,1.1763,1.01,4.71,0.1276595744680851,0.01463119624264373,0.2978723404255319,0.05852814767946763,False,True,True,True,True,False
GRB240825662,3.968,0.091,1.344,0.091,327.287,3.5642,1.0253,0.0034,0.06451612903225806,0.0014795785639958377,0.33870967741935487,0.024213270425725738,False,True,True,False,True,False
GRB250609366,0.768,1.177,0.32,0.32,3.9833,1.0601,1.18,11.71,0.16666666666666666,0.25542534722222227,0.4166666666666667,0.762479039799499,True,True,True,True,False,False
GRB230421405,9.728,3.62,2.048,0.724,4.9886,1.2271,1.119,0.08,0.4210526315789474,0.15668282548476456,0.2105263157894737,0.1080572054435684,False,False,True,True,True,False
GRB241129064,51.968,1.717,24.064,1.056,4.5444,1.3895,1.12,5.01,0.06403940886699507,0.0021158340714407045,0.4630541871921182,0.025435666110655546,False,True,True,True,True,False
GRB230328582,92.674,1.493,41.729,0.923,5.7523,1.1724,1.1400000000000001,8.44,0.22927681982001424,0.0036937036492574104,0.45027731618361133,0.012321366994642641,False,False,True,True,True,False
GRB260211892,0.192,0.405,0.064,0.143,5.4316,0.9809,1.41,27.74,0.0,0.0,0.3333333333333333,1.0242555307935177,True,True,True,True,False,False
GRB231120016,92.416,6.646,56.832,3.899,5.3648,1.3502,1.42,18.24,0.10526315789473684,0.0075698899256451384,0.6149584487534626,0.06112068577417489,False,True,True,True,False,False
GRB240303513,5.888,0.572,2.304,0.362,24.9311,1.4112,1.26,1.0,0.34782608695652173,0.033790170132325145,0.3913043478260869,0.07228395692399465,False,False,True,False,True,False
GRB240218084,37.633,2.828,18.944,0.572,4.9293,1.1218,1.304,0.05,0.08163048388382536,0.006134270677954404,0.5033879839502564,0.04076739292641414,False,True,True,True,True,False
GRB240430806,14.592,0.724,5.376,0.724,11.8046,1.3003,1.54,2.55,0.17543859649122806,0.008704601415820253,0.368421052631579,0.052876423539478044,False,True,True,False,True,False
GRB250718296,1.344,0.979,0.192,0.181,4.7453,1.116,1.67,11.15,0.5238095238095237,0.3815547052154194,0.14285714285714285,0.1701918793283402,True,True,True,True,True,True
GRB240616382,9.472,1.28,2.816,0.724,245.377,104.918,2.35,5.72,0.5405405405405406,0.07304601899196494,0.2972972972972973,0.08635096261018084,False,False,True,False,True,False
GRB230511469,13.824,4.918,4.096,1.086,3.8807,1.0561,1.74,16.03,0.25925925925925924,0.09223358196159122,0.2962962962962963,0.1314638675025668,False,True,True,True,False,False
GRB260105973,11.325,1.639,4.352,0.724,201.808,181.632,1.74,2.03,0.23143487858719647,0.033494195673679034,0.3842825607064018,0.08473478522787592,False,True,True,False,True,False
GRB230524239,26.88,2.187,11.008,1.557,15.3995,2.2276,1.85,2.12,0.2761904761904762,0.022471301020408167,0.4095238095238095,0.06682359080842724,False,False,True,False,True,False
GRB250217325,0.896,0.779,0.32,0.091,6.258,1.0176,1.8900000000000001,11.28,0.0,0.0,0.35714285714285715,0.3266948851154033,True,True,True,True,True,True
