name,t90,t90_error,t50,t50_error,flux_64,flux_64_error,dec,error_radius,relative_peak_time,relative_peak_time_error,t50_t90,t50_t90_error,cut_t90,cut_peak_time,cut_duration_ratio,cut_flux64,cut_dec,passes_all_cuts
GRB250717572,6.656,0.81,1.792,0.362,9.0762,1.2343,26.3789,0.05,0.07692307692307693,0.009361131656804736,0.2692307692307693,0.06349350351047303,False,True,True,True,True,False
GRB240220469,20.736,0.724,8.192,0.572,6.3271,0.7979,26.41,2.24,0.19753086419753085,0.006896814509983234,0.3950617283950617,0.03084136208802379,False,True,True,True,True,False
GRB240501455,91.906,8.307,19.712,1.81,6.4059,1.4006,26.54,2.5300000000000002,0.3481927186473135,0.031471687526420836,0.2144800121863643,0.027634583838178767,False,False,True,True,True,False
GRB251118945,24.32,6.778,10.752,2.36,4.053,1.9625,26.93,9.99,0.12631578947368421,0.035204293628808864,0.4421052631578948,0.15683941629649462,False,True,True,True,True,False
GRB250619635,20.928,0.572,18.432,0.362,6.4874,1.3002,27.05,3.89,0.05810397553516819,0.0015880864872953077,0.8807339449541284,0.02964225958933946,False,True,False,True,True,False
GRB230510890,466.186,22.018,183.044,1.864,13.3746,1.1686,27.541,0.15,0.05052275272101693,0.0023861934279694173,0.39264156366772063,0.018970644981634248,False,True,True,False,True,False
GRB230513929,4.8,1.243,1.408,0.689,5.0395,1.1425,27.86,7.54,0.1466666666666667,0.03798055555555556,0.29333333333333333,0.1624016640021863,False,True,True,True,True,False
GRB230220892,28.672,7.131,9.984,1.28,6.6945,2.5606,28.03,6.98,0.29464285714285715,0.07328049017458546,0.3482142857142857,0.09743343812117418,False,False,True,True,True,False
GRB230728118,18.944,7.718,5.12,0.362,6.0971,1.0865,28.1743,0.0006,0.28378378378378377,0.11561672525566108,0.2702702702702703,0.11175697361556367,False,True,True,True,True,False
GRB230712027,0.832,0.859,0.384,0.405,2.3731,1.0308,28.48,19.65,0.3076923076923077,0.31767751479289946,0.46153846153846156,0.6811911645963296,True,True,True,True,True,True
GRB230527290,105.474,1.145,64.513,0.923,11.6228,1.4653,28.53,3.25,0.10679409143485598,0.0011593305904100547,0.6116483683182585,0.010984891950830297,False,True,True,False,True,False
GRB240502600,7.168,3.083,1.28,0.724,4.3109,1.2734,28.56,5.35,0.2857142857142857,0.1228874362244898,0.17857142857142858,0.126889147308963,False,True,True,True,True,False
GRB230209939,67.329,1.557,28.928,1.056,20.1288,1.4823,28.83,1.0,0.3840395669028205,0.008881011238362244,0.4296514132097611,0.018566461277073534,False,False,True,False,True,False
GRB240914298,12.288,0.923,4.608,0.572,13.5191,1.454,29.25,2.36,0.16666666666666666,0.012518988715277778,0.37499999999999994,0.054408406706661826,False,True,True,False,True,False
GRB230523474,18.368,0.923,9.728,0.724,10.8068,1.4152,29.05,3.68,0.21951219512195125,0.011030583411234812,0.5296167247386759,0.04755972628670425,False,False,True,True,True,False
GRB251208429,62.465,0.923,35.073,1.717,4.4162,1.0663,29.07,0.07,0.1557352117185624,0.0023011862709714733,0.5614824301608901,0.028712203875982778,False,True,True,True,True,False
GRB241221016,29.953,5.146,9.728,1.145,3.4636,0.9936,29.2,11.11,0.10256067839615397,0.017620179982860095,0.32477548158782094,0.06763579759165392,False,True,True,True,True,False
GRB240910488,1.408,0.5,0.384,0.202,7.6219,1.3656,29.24,7.48,0.6363636363636365,0.22598140495867775,0.27272727272727276,0.1730960123437839,True,False,True,True,True,False
GRB250506100,48.129,1.305,31.745,0.572,33.8131,2.331,29.28,0.1,0.0372332689231025,0.0010095662894439685,0.6595815412744915,0.021473128187140075,False,True,True,False,True,False
GRB240402989,10.944,1.296,2.752,0.462,4.3474,1.5869,29.31,25.01,0.6432748538011696,0.07617728531855955,0.25146198830409355,0.051660928461284,False,False,True,True,False,False
GRB230516743,49.92,4.352,14.336,2.172,3.1351,1.013,29.57,8.35,0.09230769230769231,0.00804733727810651,0.28717948717948716,0.05019856531348262,False,True,True,True,True,False
GRB250521185,27.904,2.318,14.08,1.145,6.7783,1.0601,30.07,4.61,0.12844036697247707,0.010669609039643129,0.5045871559633027,0.05865773336726688,False,True,True,True,True,False
GRB250204279,2.752,0.771,0.832,0.143,18.4825,2.23,29.7,2.8,0.04651162790697675,0.01303069226608978,0.3023255813953489,0.09936838757884935,True,True,True,False,True,False
GRB250514561,19.456,2.862,9.216,2.611,3.7958,1.0439,29.75,11.68,0.052631578947368425,0.007742165858725763,0.47368421052631576,0.1512115667668041,False,True,True,True,True,False
GRB240118075,54.017,0.362,36.097,0.362,129.211,2.3979,29.79,0.05,0.18483070144584102,0.0012386603092247707,0.6682525871484902,0.008060213842206643,False,True,True,False,True,False
GRB230321182,81.918,2.11,40.449,1.145,9.304,1.3183,29.8,1.0,0.1030786884445421,0.002655045687370099,0.4937742620669449,0.01889773806112948,False,True,True,True,True,False
GRB240720017,1.792,0.202,0.896,0.181,9.1411,1.0069,30.342,0.05,0.10714285714285714,0.01207748724489796,0.5,0.1156656066658101,True,True,True,True,True,True
GRB240101540,0.352,0.091,0.16,0.045,460.88,77.3965,30.46,3.33,0.18181818181818182,0.04700413223140496,0.4545454545454546,0.17364324297208159,True,True,True,False,True,False
GRB250922884,0.128,0.036,0.048,0.023,11.9916,1.3111,30.71,13.37,0.125,0.03515625,0.375,0.20835367739210292,True,True,True,False,True,False
GRB230322873,200.452,7.113,100.866,2.064,5.7291,1.2925,30.72,7.29,0.19029493345040208,0.006752578480796949,0.5031927843074652,0.02061185506662022,False,True,True,True,True,False
GRB220912963,2.496,0.607,0.256,1.026,4.3937,1.3416,30.97,12.72,0.41025641025641024,0.0997698882314267,0.10256410256410256,0.4118137361935398,True,False,True,True,True,False
GRB230805475,60.16,0.81,24.064,2.996,5.0057,1.0089,31.19,0.035,0.2723404255319149,0.0036668175645088283,0.4,0.05009089816405618,False,False,True,True,True,False
GRB241104771,10.496,0.724,4.096,0.572,9.5676,1.0968,31.555,0.05,0.36585365853658536,0.025236094586555617,0.3902439024390244,0.060782591113838234,False,False,True,True,True,False
GRB221215673,65.793,0.724,31.233,0.572,10.062,1.2773,32.05,4.12,0.13618470050005319,0.001498605066831403,0.4747161552140805,0.010142651160069986,False,True,True,True,True,False
GRB230201060,13.568,3.328,7.424,0.923,5.074,1.2426,32.32,12.5,0.18867924528301888,0.04627981488074048,0.5471698113207547,0.15046755955311822,False,True,True,True,True,False
GRB250205893,105.472,2.757,30.976,1.28,4.3435,1.0593,32.365,0.075,0.36893203883495146,0.009643750294561224,0.2936893203883495,0.014360219636972763,False,False,True,True,True,False
GRB221024542,8.448,1.557,3.328,1.448,5.1357,1.3552,33.0421,0.001,0.09090909090909091,0.016754907024793386,0.3939393939393939,0.18614485466262148,False,True,True,True,True,False
GRB250617876,31.745,2.896,22.529,0.923,8.3716,1.3284,32.733,0.001,0.12902819341628602,0.011770850468847512,0.7096865648133565,0.07097168062519939,False,True,True,True,True,False
GRB260209115,24.064,3.114,9.472,1.28,3.9931,1.0815,32.97,9.25,0.1702127659574468,0.02202636939791761,0.3936170212765957,0.07364651058202645,False,True,True,True,True,False
GRB230304265,254.469,0.923,13.568,0.81,18.4774,1.6796,32.84,1.6099999999999999,0.016096263199053717,5.838373606500824e-05,0.053318871846865436,0.0031889686136941137,False,True,False,False,True,False
GRB230110649,6.848,1.145,1.341,0.407,20.13,1.8698,32.85,3.14,0.20604556074766353,0.034451251030384746,0.19582359813084113,0.06785555702791758,False,True,True,False,True,False
GRB250406849,60.672,2.187,33.792,3.665,3.7392,1.1545,33.34,9.93,0.13924050632911394,0.0050191025076109595,0.5569620253164558,0.06365564388743689,False,True,True,True,True,False
GRB231118940,6.272,0.181,2.496,0.091,25.5241,1.7351,33.57,1.0,0.2857142857142857,0.008245262390670551,0.3979591836734694,0.01850411088241612,False,False,True,False,True,False
GRB260208214,35.329,0.724,17.408,0.362,34.7931,1.8513,33.77,0.15,0.1884004642078745,0.003860905660689551,0.492739675620595,0.01438597220341838,False,True,True,False,True,False
GRB240513682,0.576,0.773,0.128,0.272,5.2395,1.2256,33.84,12.6,0.4444444444444445,0.5964506172839507,0.22222222222222224,0.5585088735867098,True,True,True,True,True,True
GRB220924906,127.746,5.431,113.41,1.379,5.4834,1.2132,33.84,5.16,0.07214315908130196,0.00306709796761191,0.8877773080957525,0.039256385184581424,False,True,False,True,True,False
GRB240912074,88.577,0.923,15.872,0.362,30.4352,1.7887,33.999,0.0007,0.4682140962100771,0.004878937092043095,0.1791887284509523,0.0044931841628699475,False,False,True,False,True,False
GRB221203886,8.448,2.996,3.328,1.619,2.9329,1.1399,34.09,11.35,0.24242424242424243,0.08597337006427914,0.3939393939393939,0.23716029586335996,False,True,True,True,True,False
GRB250404597,91.394,0.724,40.193,0.572,15.0057,1.4731,34.1,1.2,0.190472022233407,0.0015088708678577005,0.43977722826443744,0.007162902065362441,False,True,True,False,True,False
GRB260131277,256.642,2.849,216.9,2.806,10.0999,1.5473,34.351,0.1,0.01569891132394542,0.00017427466417001313,0.8451461569033908,0.014407088403834246,False,True,False,True,True,False
GRB250826308,13.117,0.831,4.864,0.362,6.6334,1.0358,34.74,3.6,0.10223374247160175,0.00647680414682481,0.37081649767477315,0.03624258986308986,False,True,True,True,True,False
GRB230510503,177.412,0.572,16.896,0.572,16.4242,1.5129,34.4424,0.0018,0.7950927783915406,0.002563485385655768,0.09523594796293373,0.0032387219132046707,False,False,False,False,True,False
GRB241030774,6.848,0.668,1.984,0.231,8.7092,1.1967,34.446,0.001,0.17757009345794392,0.01732138178006813,0.2897196261682243,0.04400653940117844,False,True,True,True,True,False
GRB240605338,17.152,8.993,4.352,1.145,3.7391,1.3655,34.46,18.08,0.13432835820895522,0.07042997466028068,0.2537313432835821,0.1488439541217398,False,True,True,True,False,False
GRB250709653,43.777,3.638,20.224,1.639,6.5613,1.4256,34.66,4.5600000000000005,0.14619549078283117,0.012149283766999561,0.4619777508737465,0.05362518472777719,False,True,True,True,True,False
GRB221226698,128.514,1.81,7.68,0.572,23.887,1.7394,34.85,1.2,0.027888012201005338,0.0003927766786795186,0.059760026145011434,0.004529757654976423,False,True,False,False,True,False
GRB240129632,28.416,1.448,11.52,1.086,7.7159,1.4999,34.6,3.18,0.11711711711711713,0.0059679612044476905,0.4054054054054054,0.0434439268274193,False,True,True,True,True,False
GRB250617673,49.409,0.722,22.272,0.923,5.673,1.0423,35.41,2.57,0.23833714505454473,0.003482754533169692,0.45076807869011715,0.01980809051352478,False,False,True,True,True,False
GRB230628734,47.105,2.862,14.592,1.145,4.2999,1.2014,35.6,3.32,0.22825602377666918,0.013868352405239936,0.3097760322683367,0.030742353224810184,False,False,True,True,True,False
GRB250916562,81.409,4.615,25.344,0.724,20.056,1.755,36.1652,0.001,0.28930462233905363,0.016400408211558092,0.31131693056050314,0.019762419432253753,False,False,True,False,True,False
GRB230606010,15.616,0.923,9.984,3.874,5.5984,1.3608,36.509,0.001,0.06557377049180328,0.003875806234883096,0.639344262295082,0.2509405393036835,False,True,True,True,True,False
GRB240828622,41.473,0.724,29.441,0.362,25.1784,1.8247,36.5285,0.001,0.16048995732163096,0.002801695780407996,0.709883538687821,0.015157932294925545,False,True,True,False,True,False
GRB250407659,6.272,0.143,1.536,0.091,87.2668,2.9757,36.7979,0.0056,0.07142857142857142,0.001628553206997084,0.24489795918367346,0.015546244563848066,False,True,True,False,True,False
GRB251105782,29.696,2.757,11.264,1.28,2.8908,0.9188,37.289,11.278,0.20689655172413787,0.019208438614744347,0.3793103448275862,0.055660009310920106,False,True,True,True,True,False
GRB240405630,65.536,2.318,47.104,1.379,14.6775,4.5134,37.79,5.19,0.1015625,0.003592252731323242,0.71875,0.033000655688894785,False,True,True,False,True,False
GRB240528121,65.024,4.924,23.808,1.846,2.9806,0.9953,37.77,6.32,0.11811023622047244,0.008944002263004526,0.3661417322834646,0.03968272120402449,False,True,True,True,True,False
GRB230822992,0.896,0.607,0.64,0.32,2.1888,0.8593,37.96,18.4,0.14285714285714274,0.09677933673469379,0.7142857142857143,0.6014208350883307,True,True,True,True,False,False
GRB240317454,35.072,2.996,14.08,1.28,7.0345,2.5004,38.4,1.0,0.1751824817518248,0.014964835633224996,0.4014598540145985,0.05008083954628812,False,True,True,True,True,False
GRB230512269,2.624,0.091,0.832,0.143,27.6496,1.3775,38.4,0.3,0.5365853658536585,0.018608715050565137,0.31707317073170727,0.05559524263290482,True,False,True,False,True,False
GRB230117211,44.8,2.56,9.728,1.448,3.9927,1.0652,38.19,6.54,0.5599999999999999,0.032,0.21714285714285714,0.034621341113776224,False,False,True,True,True,False
GRB250723551,6.4,1.619,1.792,0.362,4.6665,1.0834,38.41,6.19,0.08,0.020237499999999995,0.27999999999999997,0.09064426282348209,False,True,True,True,True,False
GRB240615744,0.096,0.051,0.016,0.023,45.3554,1.78,38.5948,0.067,0.3333333333333333,0.17708333333333331,0.16666666666666666,0.25542082990081727,True,True,True,False,True,False
GRB240608126,16.637,1.379,6.144,0.572,3.4799,1.034,38.6,1.21,0.09214401634910141,0.007637590824392067,0.3692973492817215,0.0460331187162311,False,True,True,True,True,False
GRB241201564,91.65,11.056,67.073,4.222,3.122,1.014,38.75,20.18,0.047484997272231315,0.005728250189217559,0.7318385160938351,0.0995798677567832,False,True,True,True,False,False
GRB250118772,0.272,0.633,0.048,0.023,7.4234,0.931,38.82,10.74,0.47058823529411764,1.0951557093425606,0.1764705882352941,0.41929827364631395,True,True,True,True,True,True
GRB240908574,1.28,1.056,0.192,0.143,3.1966,0.9494,39.59,11.86,0.6,0.495,0.15,0.16671875,True,True,True,True,False,False
GRB230718188,24.832,5.655,6.4,1.379,3.0138,1.1098,39.86,15.33,0.030927835051546393,0.007043206637262195,0.2577319587628866,0.08080128887254638,False,True,True,True,False,False
GRB240411073,3.52,0.091,0.96,0.181,21.1129,1.2296,40.58,5.4,0.5272727272727273,0.013631198347107437,0.2727272727272727,0.05190158365324485,True,False,True,False,True,False
GRB251202077,43.008,2.896,10.752,1.619,6.346,1.037,40.6125,0.006,0.22619047619047616,0.015230831916099771,0.25,0.041236741931373215,False,False,True,True,True,False
GRB230818977,9.981,0.64,2.688,0.091,19.3007,1.514,40.895,0.001,0.08946999298667468,0.005736979812791484,0.2693116922152089,0.019527816379913035,False,True,True,False,True,False
GRB251214387,4.608,3.415,1.024,1.619,6.5981,3.2814,41.019,6.003,0.05555555555555556,0.041172357253086427,0.22222222222222224,0.3880286827530478,True,True,True,True,True,True
GRB230919707,2.944,0.834,0.96,0.091,12.166,2.089,41.17,6.74,0.08695652173913043,0.024633742911153122,0.32608695652173914,0.0974108446056921,True,True,True,False,True,False
GRB250715621,39.105,1.864,30.209,0.572,9.2149,1.6379,41.2,4.28,0.07692110983250225,0.003666563066814581,0.77250990921877,0.039621730137885704,False,True,False,True,True,False
GRB230621990,32.769,2.318,15.104,0.572,7.6186,0.9344,41.22,4.54,0.07812261588696634,0.00552620536561958,0.4609234337331014,0.036983184681163975,False,True,True,True,True,False
GRB240930721,64.513,0.923,34.305,0.572,12.0807,1.9714,41.3002,0.0028,0.06349107931734689,0.0009083791826439815,0.5317532900345666,0.011683051167857396,False,True,True,False,True,False
GRB250223679,33.281,2.187,11.52,9.476,3.5015,0.9546,41.04,5.1,0.299990985847781,0.019713358554403326,0.3461434452089781,0.28563414636112966,False,False,True,True,True,False
GRB241207371,67.841,0.923,40.449,1.056,7.3421,1.5307,42.55,1.6,0.12452646629619259,0.0016942251498560717,0.5962323668577999,0.01755272180110848,False,True,True,True,True,False
GRB250804485,0.16,0.552,0.032,0.045,6.9286,0.9021,42.02,19.32,0.2,0.6900000000000001,0.2,0.7451184888995844,True,True,True,True,False,False
GRB250102943,57.601,3.238,17.152,0.724,4.8481,1.5856,42.31,1.0,0.2844395062585719,0.015989568258628423,0.2977726081144425,0.02093280255534436,False,False,True,True,True,False
GRB250119083,81.408,16.191,27.136,2.996,4.3631,1.2797,42.33,5.31,0.18867924528301885,0.03752586552153791,0.3333333333333333,0.07582563603123921,False,True,True,True,True,False
GRB231203831,1.152,0.429,0.512,1.012,3.4788,1.0628,42.54,15.19,0.3888888888888889,0.14482060185185186,0.4444444444444445,0.893927715263711,True,False,True,True,False,False
GRB221206516,8.384,0.091,5.888,0.091,107.298,11.9074,42.671,0.07,0.1450381679389313,0.0015742453819707473,0.7022900763358778,0.013263274685478455,False,True,True,False,True,False
GRB230225460,67.84,2.187,17.92,1.846,5.8983,1.2537,42.75,2.22,0.539622641509434,0.01739614854040584,0.2641509433962264,0.02851242776763688,False,False,True,True,True,False
GRB230701948,2.816,0.362,1.024,0.362,22.9801,1.4711,43.02,2.89,0.18181818181818182,0.023372933884297523,0.36363636363636365,0.13678658857439646,True,True,True,False,True,False
GRB230430325,0.32,0.143,0.192,0.091,25.922,1.495,43.05,3.04,0.2,0.089375,0.6,0.39084543780118497,True,True,True,False,True,False
GRB251209558,57.089,0.63,22.08,0.345,44.6251,2.4772,43.06,1.0,0.173763772355445,0.0019175528838117737,0.3867645255653453,0.007398439396998656,False,True,True,False,True,False
GRB230713999,80.129,2.862,19.712,0.572,6.5321,1.2985,43.31,5.45,0.597449113304796,0.02133933235505655,0.2460033196470691,0.011320882203946243,False,False,True,True,True,False
GRB221120895,0.64,0.264,0.128,0.091,7.4484,0.9083,43.197,0.01,0.6,0.2475,0.2,0.16438836685194608,True,False,True,True,True,False
GRB230201236,1.28,1.012,0.256,0.264,7.8104,1.4605,43.77,9.7,0.2,0.15812500000000002,0.2,0.2598895498572423,True,True,True,True,False,False
GRB230902615,3.584,1.493,1.792,0.362,12.8947,1.4439,44.31,13.66,0.14285714285714285,0.05951052295918367,0.5,0.23148500060666857,True,True,True,False,False,False
GRB250212035,24.576,1.717,12.544,2.56,6.7257,2.0674,44.47,4.59,0.29166666666666663,0.020377265082465276,0.5104166666666666,0.11010152269352448,False,False,True,True,True,False
GRB240514169,1.408,1.154,0.384,0.202,17.1541,1.7565,44.52,3.99,0.09090909090909091,0.07450929752066116,0.27272727272727276,0.2656072021321761,True,True,True,False,True,False
GRB230228244,2.304,1.088,0.64,0.405,6.0415,1.4767,44.483,0.0003,0.22222222222222224,0.1049382716049383,0.2777777777777778,0.21932934522237257,True,True,True,True,True,True
GRB240405932,19.968,3.916,9.728,1.81,3.0719,0.8509,44.75,8.68,0.10256410256410256,0.020114234056541752,0.48717948717948717,0.13170008541811304,False,True,True,True,False,False
GRB221029045,27.648,0.362,10.496,0.362,46.8183,2.0738,44.88,1.0,0.0462962962962963,0.0006061653377914952,0.37962962962962965,0.014004911968868158,False,True,True,False,True,False
GRB230409626,20.224,1.379,9.216,0.572,240.079,65.8839,44.92,1.15,0.1772151898734177,0.012083650456657585,0.45569620253164556,0.04201696474823959,False,True,True,False,True,False
GRB240407042,13.824,0.572,6.656,0.572,12.6499,1.4881,44.92,1.71,0.24074074074074076,0.009961205418381344,0.48148148148148145,0.04592368272289422,False,False,True,False,True,False
GRB230506715,23.041,2.36,5.888,0.572,4.5335,0.9982,45.126,0.05,0.2111019487001432,0.021622351414102594,0.25554446421596283,0.03607487534266723,False,True,True,True,True,False
GRB251011154,4.864,0.792,2.304,0.181,16.1255,1.2076,45.1894,0.0833,0.17105263157894737,0.02785231994459834,0.47368421052631576,0.08563705773994947,False,True,True,False,True,False
GRB220925462,56.577,3.874,18.432,2.064,8.2623,1.2449,45.03,5.62,0.16289304841189883,0.011153784568776994,0.32578609682379767,0.04276107638324596,False,True,True,True,False,False
GRB250107210,53.246,2.611,15.872,1.379,5.7883,1.0676,45.564,0.067,0.09610111557675693,0.004712466904009924,0.2980881192953461,0.029738921173779548,False,True,True,True,True,False
GRB231019715,9.472,2.064,3.584,0.362,6.892,1.1842,45.72,7.16,0.05405405405405406,0.01177867056245435,0.3783783783783784,0.09087752870924208,False,True,True,True,False,False
GRB251028325,13.952,3.401,8.384,0.362,10.0791,1.7866,45.75,3.69,0.20183486238532108,0.04920014098139887,0.6009174311926606,0.148762381600401,False,True,True,True,True,False
GRB230910125,12.288,0.923,3.328,0.572,9.1297,1.102,45.86,2.86,0.5833333333333333,0.043816460503472224,0.2708333333333333,0.050800651284984066,False,False,True,True,True,False
GRB230715072,18.688,2.064,4.352,0.572,5.843,1.169,46.04,8.14,0.5479452054794521,0.06051792081065867,0.23287671232876717,0.03997957605594729,False,False,True,True,False,False
GRB240425015,37.377,2.429,15.104,0.923,6.8911,1.5025,46.68,3.63,0.29451266821842303,0.019139344278635242,0.4040987773229526,0.03604785750013223,False,False,True,True,False,False
GRB221215177,13.248,1.012,4.672,0.551,2.7779,0.7673,46.873,0.05,0.057971014492753624,0.004428341384863125,0.3526570048309179,0.049553409647856386,False,True,True,True,True,False
GRB240814785,65.025,1.717,35.073,0.724,10.1542,1.6707,47.22,2.44,0.11023452518262206,0.00291076785449538,0.5393771626297578,0.018078032488322578,False,True,True,True,True,False
GRB230313485,6.461,0.572,1.792,0.362,19.3528,1.8563,47.24,1.6099999999999999,0.326420058814425,0.02889835530751448,0.27735644637053086,0.06117289823906884,False,False,True,False,True,False
GRB240831710,0.32,0.429,0.256,0.32,2.3047,0.861,47.35,16.75,0.2,0.268125,0.8,1.4663752077827832,True,True,True,True,False,False
GRB230703954,17.92,0.572,8.704,0.572,8.0884,1.3983,47.53,1.0,0.1571428571428571,0.005015943877551019,0.4857142857142857,0.03548566241764224,False,True,True,True,True,False
GRB250320254,81.409,2.36,21.76,0.81,24.2559,1.8903,47.34,1.18,0.31761844513505877,0.009207575704390653,0.2672923141176037,0.012611078484795538,False,False,True,False,True,False
GRB230812790,3.264,0.091,0.896,0.091,917.175,8.6395,47.75,0.13,0.1372549019607843,0.0038266532103037295,0.27450980392156865,0.028911278638459707,True,True,True,False,True,False
GRB221127352,0.512,0.389,0.32,0.231,8.433,1.3572,47.79,13.27,0.0,0.0,0.625,0.6550129175004396,True,True,True,True,False,False
GRB251220985,0.384,0.181,0.128,0.091,22.1136,1.9744,47.92,6.4,0.16666666666666666,0.07855902777777778,0.3333333333333333,0.28433291897982266,True,True,True,False,False,False
GRB221209243,4.16,0.834,1.216,0.143,80.9236,2.6053,48.08,1.0,0.12307692307692307,0.02467455621301775,0.29230769230769227,0.0679399981688442,True,True,True,False,True,False
GRB241025650,4.992,0.659,0.96,0.143,14.6688,1.2897,48.27,2.29,0.6538461538461539,0.08631502712031558,0.1923076923076923,0.03827625888969931,False,False,True,False,False,False
GRB240627839,23.808,1.81,12.032,0.572,5.4087,1.1283,48.52,2.29,0.17204301075268819,0.013079546768412534,0.5053763440860215,0.04531459651908248,False,True,True,True,False,False
GRB250814316,21.504,2.187,8.96,1.145,3.5676,1.1565,48.391,25.1167,0.17857142857142855,0.01816107302295918,0.4166666666666667,0.06805026272428774,False,True,True,True,False,False
GRB240704855,55.04,4.672,24.064,1.81,4.4481,1.2627,48.83,8.38,0.037209302325581395,0.003158464034613305,0.4372093023255814,0.04958559980457719,False,True,True,True,False,False
GRB231030005,6.4,1.105,1.536,1.032,3.2441,0.955,49.11,16.26,0.22,0.037984374999999994,0.24,0.16648912548947453,False,True,True,True,False,False
GRB260207550,55.663,2.307,43.329,0.326,79.5393,2.2758,50.03,2.81,0.004275730736755115,0.00017721126798221534,0.778416542406985,0.03278941410802387,False,True,False,False,False,False
GRB250920121,9.408,0.143,3.072,0.453,137.685,3.25,48.96,1.0,0.10204081632653061,0.0015510030542829378,0.326530612244898,0.04840563070729659,False,True,True,False,True,False
GRB231018521,39.425,0.572,17.92,0.362,126.1,4.757,50.7,1.0,0.3246670894102726,0.00471045212790554,0.4545339251743818,0.01130478416866734,False,False,True,False,False,False
GRB220912035,51.969,1.056,22.784,0.81,5.465,0.8946,49.26,3.58,0.06896419019030577,0.0014013389682495888,0.4384152090669437,0.017952483947976303,False,True,True,True,False,False
GRB250824475,58.881,0.81,46.337,0.362,17.0237,1.207,49.55,1.99,0.08695504492111206,0.0011962022789371914,0.7869601399432755,0.012449785536290127,False,True,False,False,False,False
GRB251228029,0.704,0.345,0.32,0.202,4.3401,1.1803,49.83,10.72,0.27272727272727276,0.13365185950413225,0.4545454545454546,0.3632475897738993,True,True,True,True,False,False
GRB221018459,226.304,6.165,214.528,1.846,4.676,1.2347,50.15,5.88,0.023755656108597287,0.0006471543583387933,0.9479638009049773,0.027082213802556116,False,True,False,True,False,False
GRB240408043,219.136,1.95,41.984,1.28,6.4148,1.2692,50.11,13.44,0.08878504672897196,0.0007900611543584593,0.191588785046729,0.006084840011987307,False,True,True,True,False,False
GRB240422389,42.753,2.919,22.272,1.145,5.0023,1.103,50.2,2.77,0.10778191004140061,0.007358908039455673,0.5209458985334362,0.044523572511477844,False,True,True,True,False,False
GRB231108877,4.736,0.916,2.112,0.73,5.3019,1.4174,50.49,18.64,0.08108108108108109,0.015682067202337478,0.445945945945946,0.17662949954141044,False,True,True,True,False,False
GRB250723615,6.4,3.874,2.048,0.572,7.4942,1.6008,50.61,3.14,0.16,0.09684999999999998,0.32,0.21332505859603085,True,True,True,True,False,False
GRB231109274,7.936,4.81,2.56,1.28,6.6814,2.5714,50.66,6.78,0.29032258064516125,0.1759641649323621,0.3225806451612903,0.25345802863994954,True,True,True,True,False,False
GRB240308268,77.825,3.114,37.121,0.923,6.1493,1.271,50.92,4.5600000000000005,0.21710247349823317,0.008686888563745557,0.47698040475425635,0.02247017189672668,False,False,True,True,False,False
GRB240814483,12.032,2.318,5.12,0.572,6.2887,1.4,51.21,4.0,0.0851063829787234,0.01639599366229063,0.425531914893617,0.09476685438202834,False,True,True,True,False,False
GRB240207639,22.784,3.692,5.12,0.923,3.6316,0.8786,51.56,9.16,0.35955056179775285,0.058262845600303,0.22471910112359553,0.054471382105810616,False,False,True,True,False,False
GRB251128182,46.849,0.572,29.953,0.572,13.8425,1.9751,52.25,2.01,0.19671711242502513,0.0024018055520313,0.6393519605541207,0.014491585188661947,False,True,True,False,False,False
GRB221211274,4.416,1.431,1.536,0.286,7.3186,1.1925,52.25,4.7,0.05797101449275362,0.018785444234404536,0.34782608695652173,0.1299945555192806,True,True,True,True,False,False
GRB251216401,25.088,8.272,14.336,1.145,4.2036,1.0645,51.96,9.32,0.2857142857142857,0.09420553935860058,0.5714285714285714,0.19385996184161158,False,True,True,True,False,False
GRB230613373,17.408,0.724,7.168,0.572,9.0678,1.2501,51.96,3.4699999999999998,0.32352941176470584,0.013455612024221452,0.4117647058823529,0.037053405492453007,False,False,True,True,False,False
GRB260111690,31.233,1.81,13.312,1.379,4.5128,1.6301,51.97,0.0833,0.20491147184068134,0.011874932412244524,0.4262158614286171,0.050591341258820414,False,True,True,True,False,False
GRB250217996,0.352,0.045,0.192,0.045,62.0397,2.5409,52.0167,4.55,0.18181818181818182,0.023243801652892564,0.5454545454545455,0.1456219999680721,True,True,True,False,False,False
GRB241120246,3.2,0.202,0.768,0.091,19.409,1.2076,52.1504,0.0167,0.52,0.032825,0.24,0.03222132688530998,True,False,True,False,False,False
GRB231028935,44.801,3.367,22.016,1.379,6.9248,1.8825,52.37,2.46,0.07999821432557308,0.006012231593808276,0.4914176022856632,0.048077399524641316,False,True,True,True,False,False
GRB231106981,3.84,0.859,1.92,0.859,5.1784,1.069,53.29,8.02,0.16666666666666669,0.03728298611111112,0.5,0.2501018740458749,True,True,True,True,False,False
GRB240106024,143.875,0.923,72.45,2.064,22.8884,1.5506,53.69,1.7,0.4359478714161599,0.0027967324783118377,0.5035621198957428,0.01470502289287666,False,False,True,False,False,False
GRB250313607,298.245,0.81,15.872,1.056,69.0834,2.3325,53.72,0.23,0.01201696591728277,3.26367328639174e-05,0.05321799191939513,0.003543661929926869,False,True,False,False,False,False
